Solar_data
Time,G_Gh,G_Dh,G_Bn,Ta,hs,FF,Az
2012-07-29 06:45:00,184,88,424,18.3,13.0,0.6,-90.9
2012-07-29 07:00:00,69,56,51,18.5,15.3,0.8,-87.93
2012-07-29 07:15:00,138,89,157,18.7,17.6,1.1,-84.9
2012-07-29 07:30:00,301,92,618,18.9,19.9,1.4,-81.79
2012-07-29 07:45:00,259,129,344,19.1,22.2,1.3,-78.6
2012-07-29 08:00:00,332,150,436,19.3,24.5,1.3,-75.29
2012-07-29 08:15:00,294,173,268,19.5,26.8,1.2,-71.87
2012-07-29 08:30:00,278,226,107,19.7,29.1,1.1,-68.3
2012-07-29 08:45:00,360,195,312,19.9,31.4,1.0,-64.56
2012-07-29 09:00:00,625,231,710,20.2,33.7,1.0,-60.64
2012-07-29 09:15:00,467,208,437,20.9,35.9,0.9,-56.52
2012-07-29 09:30:00,502,231,438,20.9,38.1,0.8,-52.16
2012-07-29 09:45:00,530,191,527,20.8,40.3,0.8,-47.56
2012-07-29 10:00:00,582,204,561,21.0,42.4,0.8,-42.68
2012-07-29 10:15:00,476,250,323,21.2,44.4,0.7,-37.53
2012-07-29 10:30:00,479,310,232,21.2,46.3,0.7,-32.1
2012-07-29 10:45:00,717,157,751,21.6,48.2,0.7,-26.39
2012-07-29 11:00:00,899,488,539,22.2,49.9,0.7,-20.43
2012-07-29 11:15:00,842,226,788,22.7,51.5,0.7,-14.26
2012-07-29 11:30:00,545,313,290,22.3,52.9,0.7,-7.92
2012-07-29 11:45:00,621,343,345,21.7,54.1,1.0,-1.49
2012-07-29 12:00:00,789,195,723,22.0,55.2,1.3,4.96
2012-07-29 12:15:00,567,261,369,22.5,56.0,1.6,11.35
2012-07-29 12:30:00,792,186,727,22.8,56.6,1.9,17.6
2012-07-29 12:45:00,820,169,777,23.1,56.9,1.8,23.66
2012-07-29 13:00:00,870,139,872,23.1,57.0,1.7,29.49
2012-07-29 13:15:00,795,223,684,23.2,56.8,1.5,35.04
2012-07-29 13:30:00,761,253,611,23.2,56.3,1.4,40.32
2012-07-29 13:45:00,722,301,510,23.0,55.6,1.3,45.31
2012-07-29 14:00:00,843,214,771,23.1,54.7,1.3,50.03
2012-07-29 14:15:00,555,357,247,23.4,53.5,1.2,54.5
2012-07-29 14:30:00,716,301,527,23.2,52.2,1.1,58.72
2012-07-29 14:45:00,781,192,763,23.3,50.7,1.0,62.73
2012-07-29 15:00:00,833,158,894,23.9,49.1,0.9,66.54
2012-07-29 15:15:00,407,334,101,23.6,47.3,0.8,70.18
2012-07-29 15:30:00,763,360,568,22.9,45.4,0.7,73.67
2012-07-29 15:45:00,859,577,409,23.6,43.4,1.5,77.03
2012-07-29 16:00:00,409,289,181,23.9,41.4,2.4,80.27
2012-07-29 16:15:00,337,276,97,22.8,39.3,3.3,83.41
2012-07-29 16:30:00,523,176,579,22.5,37.1,4.1,86.47
2012-07-29 16:45:00,562,58,882,23.3,34.9,3.8,89.46
2012-07-29 17:00:00,503,91,764,23.3,32.6,3.4,92.4
2012-07-29 17:15:00,480,136,682,23.2,30.3,3.0,95.3
2012-07-29 17:30:00,394,114,599,23.1,28.0,2.5,98.16
2012-07-29 17:45:00,388,67,741,22.9,25.7,2.2,101.0
2012-07-29 18:00:00,141,123,45,22.8,23.4,1.8,103.83
2012-07-29 18:15:00,257,105,424,22.7,21.1,1.5,106.66
2012-07-29 18:30:00,229,94,418,22.5,18.8,1.1,109.5
2012-07-29 18:45:00,168,104,225,22.3,16.5,1.2,112.35
2012-07-29 19:00:00,196,65,532,22.2,14.2,1.4,115.22
2012-07-29 19:15:00,191,133,278,22.0,12.0,1.5,118.11
2012-07-29 19:30:00,106,62,249,21.8,9.8,1.7,121.05
2012-07-29 19:45:00,42,41,6,21.6,7.6,1.6,124.02
2012-07-29 20:00:00,20,20,0,21.4,5.5,1.5,127.05
2012-07-29 20:15:00,10,10,0,21.2,3.4,1.3,130.12
2012-07-29 20:30:00,3,3,0,21.0,1.3,1.2,133.25
2012-07-29 20:45:00,0,0,0,20.8,-0.6,1.2,136.44
2012-07-29 21:00:00,0,0,0,20.4,-2.6,1.2,139.69
2012-07-29 21:15:00,0,0,0,20.1,-4.4,1.1,143.0
2012-07-29 21:30:00,0,0,0,19.7,-6.2,1.1,146.38
2012-07-29 21:45:00,0,0,0,19.4,-7.9,1.0,149.82
2012-07-29 22:00:00,0,0,0,19.0,-9.4,0.9,153.33
2012-07-29 22:15:00,0,0,0,18.6,-10.9,0.7,156.89
2012-07-29 22:30:00,0,0,0,18.3,-12.3,0.6,160.5
2012-07-29 22:45:00,0,0,0,17.9,-13.6,1.0,164.17
2012-07-29 23:00:00,0,0,0,17.6,-14.8,1.5,167.87
2012-07-29 23:15:00,0,0,0,17.2,-15.8,2.0,171.6
2012-07-29 23:30:00,0,0,0,16.9,-16.7,2.5,175.36
2012-07-29 23:45:00,0,0,0,16.6,-17.5,2.4,179.13
2012-07-30 00:00:00,0,0,0,16.3,-18.1,2.3,-177.09
2012-07-30 00:15:00,0,0,0,16.1,-18.8,2.2,-173.33
2012-07-30 00:30:00,0,0,0,15.9,-19.2,2.1,-169.58
2012-07-30 00:45:00,0,0,0,15.7,-19.4,2.0,-165.86
2012-07-30 01:00:00,0,0,0,15.5,-19.4,1.9,-162.17
2012-07-30 01:15:00,0,0,0,15.3,-19.3,1.8,-158.53
2012-07-30 01:30:00,0,0,0,15.1,-19.0,1.7,-154.94
2012-07-30 01:45:00,0,0,0,14.9,-18.6,1.5,-151.41
2012-07-30 02:00:00,0,0,0,14.8,-18.1,1.3,-147.94
2012-07-30 02:15:00,0,0,0,14.7,-17.4,1.1,-144.53
2012-07-30 02:30:00,0,0,0,14.6,-16.5,0.9,-141.18
2012-07-30 02:45:00,0,0,0,14.5,-15.6,0.8,-137.9
2012-07-30 03:00:00,0,0,0,14.4,-14.5,0.8,-134.68
2012-07-30 03:15:00,0,0,0,14.2,-13.2,0.7,-131.52
2012-07-30 03:30:00,0,0,0,14.1,-11.9,0.6,-128.41
2012-07-30 03:45:00,0,0,0,14.0,-10.5,0.6,-125.36
2012-07-30 04:00:00,0,0,0,13.9,-8.9,0.6,-122.36
2012-07-30 04:15:00,0,0,0,13.8,-7.3,0.7,-119.41
2012-07-30 04:30:00,0,0,0,13.8,-5.5,0.7,-116.49
2012-07-30 04:45:00,0,0,0,13.7,-3.7,0.9,-113.6
2012-07-30 05:00:00,0,0,0,13.7,-1.9,1.0,-110.74
2012-07-30 05:15:00,3,3,0,13.8,0.1,1.2,-107.89
2012-07-30 05:30:00,16,15,20,13.8,2.1,1.4,-105.06
2012-07-30 05:45:00,14,14,0,13.9,4.2,1.3,-102.22
2012-07-30 06:00:00,22,22,0,14.0,6.3,1.1,-99.38
2012-07-30 06:15:00,77,37,253,14.2,8.4,1.0,-96.52
2012-07-30 06:30:00,107,62,253,14.4,10.6,0.8,-93.64
2012-07-30 06:45:00,138,79,259,14.6,12.9,0.8,-90.72
2012-07-30 07:00:00,220,121,380,14.7,15.1,0.8,-87.75
2012-07-30 07:15:00,216,84,444,14.9,17.4,0.8,-84.71
2012-07-30 07:30:00,253,88,487,15.0,19.7,0.8,-81.6
2012-07-30 07:45:00,300,96,548,15.2,22.0,1.7,-78.41
2012-07-30 08:00:00,351,127,542,15.4,24.3,2.7,-75.1
2012-07-30 08:15:00,413,69,768,15.7,26.6,3.7,-71.67
2012-07-30 08:30:00,450,62,803,15.9,28.9,4.6,-68.1
2012-07-30 08:45:00,489,72,804,16.2,31.2,4.2,-64.36
2012-07-30 09:00:00,353,213,256,16.4,33.5,3.6,-60.44
2012-07-30 09:15:00,393,212,312,16.5,35.7,3.1,-56.32
2012-07-30 09:30:00,611,138,769,16.8,37.9,2.5,-51.97
2012-07-30 09:45:00,809,501,477,17.7,40.1,2.4,-47.37
2012-07-30 10:00:00,491,244,371,18.0,42.2,2.2,-42.5
2012-07-30 10:15:00,593,221,533,17.4,44.2,2.1,-37.36
2012-07-30 10:30:00,705,144,781,17.5,46.1,1.9,-31.95
2012-07-30 10:45:00,732,125,818,18.3,48.0,1.8,-26.26
2012-07-30 11:00:00,694,187,667,18.5,49.7,1.8,-20.32
2012-07-30 11:15:00,621,275,442,18.3,51.2,1.7,-14.17
2012-07-30 11:30:00,859,136,910,18.5,52.7,1.6,-7.86
2012-07-30 11:45:00,798,221,714,19.1,53.9,1.5,-1.46
2012-07-30 12:00:00,799,178,758,19.2,54.9,1.4,4.95
2012-07-30 12:15:00,869,209,798,19.1,55.7,1.3,11.31
2012-07-30 12:30:00,923,156,922,19.4,56.3,1.2,17.53
2012-07-30 12:45:00,778,204,688,19.6,56.6,2.3,23.57
2012-07-30 13:00:00,667,315,422,19.3,56.7,3.6,29.37
2012-07-30 13:15:00,398,360,46,18.9,56.5,4.8,34.91
2012-07-30 13:30:00,829,291,649,19.1,56.1,6.0,40.17
2012-07-30 13:45:00,1053,313,900,20.2,55.4,5.7,45.16
2012-07-30 14:00:00,915,155,934,21.0,54.5,5.3,49.87
2012-07-30 14:15:00,704,217,608,20.1,53.3,4.9,54.33
2012-07-30 14:30:00,631,270,459,19.3,52.0,4.5,58.55
2012-07-30 14:45:00,830,85,966,19.6,50.5,5.0,62.55
2012-07-30 15:00:00,819,112,939,20.2,48.9,5.6,66.37
2012-07-30 15:15:00,749,163,800,20.3,47.1,6.1,70.01
2012-07-30 15:30:00,756,138,870,20.0,45.2,6.7,73.5
2012-07-30 15:45:00,517,275,351,19.7,43.2,6.7,76.85
2012-07-30 16:00:00,542,238,462,19.5,41.2,6.7,80.09
2012-07-30 16:15:00,533,198,535,19.6,39.1,6.7,83.24
2012-07-30 16:30:00,582,88,825,19.9,36.9,6.7,86.3
2012-07-30 16:45:00,501,127,656,19.9,34.7,5.8,89.3
2012-07-30 17:00:00,474,113,669,19.8,32.4,4.9,92.24
2012-07-30 17:15:00,380,162,440,19.7,30.1,4.0,95.14
2012-07-30 17:30:00,482,124,767,19.6,27.8,3.1,98.0
2012-07-30 17:45:00,345,127,501,19.4,25.5,3.4,100.85
2012-07-30 18:00:00,281,139,366,19.3,23.2,3.7,103.68
2012-07-30 18:15:00,291,124,467,19.1,20.9,4.1,106.52
2012-07-30 18:30:00,261,88,546,18.9,18.6,4.5,109.35
2012-07-30 18:45:00,245,80,583,18.8,16.3,4.3,112.21
2012-07-30 19:00:00,78,78,0,18.6,14.0,4.1,115.08
2012-07-30 19:15:00,89,73,84,18.4,11.8,3.8,117.98
2012-07-30 19:30:00,113,60,320,18.2,9.6,3.6,120.92
2012-07-30 19:45:00,97,43,420,17.9,7.4,3.1,123.9
2012-07-30 20:00:00,49,32,188,17.7,5.3,2.5,126.93
2012-07-30 20:15:00,6,6,0,17.5,3.2,2.0,130.01
2012-07-30 20:30:00,2,2,0,17.3,1.1,1.4,133.14
2012-07-30 20:45:00,0,0,0,17.1,-0.8,1.1,136.34
2012-07-30 21:00:00,0,0,0,17.0,-2.8,0.9,139.6
2012-07-30 21:15:00,0,0,0,16.9,-4.6,0.6,142.92
2012-07-30 21:30:00,0,0,0,16.7,-6.4,0.3,146.3
2012-07-30 21:45:00,0,0,0,16.6,-8.1,0.3,149.75
2012-07-30 22:00:00,0,0,0,16.5,-9.7,0.3,153.26
2012-07-30 22:15:00,0,0,0,16.4,-11.2,0.2,156.83
2012-07-30 22:30:00,0,0,0,16.2,-12.5,0.2,160.46
2012-07-30 22:45:00,0,0,0,16.1,-13.8,0.2,164.13
2012-07-30 23:00:00,0,0,0,16.0,-15.0,0.2,167.85
2012-07-30 23:15:00,0,0,0,15.9,-16.0,0.2,171.59
2012-07-30 23:30:00,0,0,0,15.7,-16.9,0.2,175.36
2012-07-30 23:45:00,0,0,0,15.7,-17.7,0.2,179.14
2012-07-31 00:00:00,0,0,0,15.7,-18.4,0.1,-177.07
2012-07-31 00:15:00,0,0,0,15.7,-19.1,0.1,-173.29
2012-07-31 00:30:00,0,0,0,15.7,-19.4,0.0,-169.54
2012-07-31 00:45:00,0,0,0,15.8,-19.6,0.1,-165.8
2012-07-31 01:00:00,0,0,0,15.8,-19.7,0.1,-162.11
2012-07-31 01:15:00,0,0,0,15.8,-19.5,0.2,-158.46
2012-07-31 01:30:00,0,0,0,15.8,-19.3,0.3,-154.86
2012-07-31 01:45:00,0,0,0,15.8,-18.9,0.3,-151.32
2012-07-31 02:00:00,0,0,0,15.8,-18.3,0.2,-147.84
2012-07-31 02:15:00,0,0,0,15.8,-17.6,0.2,-144.42
2012-07-31 02:30:00,0,0,0,15.8,-16.8,0.1,-141.07
2012-07-31 02:45:00,0,0,0,15.9,-15.8,0.1,-137.78
2012-07-31 03:00:00,0,0,0,15.9,-14.7,0.1,-134.55
2012-07-31 03:15:00,0,0,0,15.9,-13.5,0.0,-131.39
2012-07-31 03:30:00,0,0,0,15.9,-12.1,0.0,-128.28
2012-07-31 03:45:00,0,0,0,15.9,-10.7,0.0,-125.22
2012-07-31 04:00:00,0,0,0,15.9,-9.1,0.0,-122.22
2012-07-31 04:15:00,0,0,0,15.9,-7.5,0.1,-119.26
2012-07-31 04:30:00,0,0,0,15.9,-5.8,0.1,-116.33
2012-07-31 04:45:00,0,0,0,15.9,-3.9,0.2,-113.44
2012-07-31 05:00:00,0,0,0,15.9,-2.1,0.3,-110.58
2012-07-31 05:15:00,1,1,0,15.9,-0.1,0.4,-107.73
2012-07-31 05:30:00,7,7,0,16.0,1.9,0.5,-104.89
2012-07-31 05:45:00,9,9,0,16.0,4.0,0.4,-102.05
2012-07-31 06:00:00,15,15,0,16.2,6.1,0.4,-99.21
2012-07-31 06:15:00,46,45,5,16.3,8.3,0.3,-96.35
2012-07-31 06:30:00,75,68,41,16.5,10.4,0.2,-93.46
2012-07-31 06:45:00,121,75,203,16.6,12.7,0.2,-90.53
2012-07-31 07:00:00,94,90,15,16.7,14.9,0.3,-87.56
2012-07-31 07:15:00,84,84,0,16.8,17.2,0.3,-84.52
2012-07-31 07:30:00,93,93,0,16.9,19.5,0.4,-81.41
2012-07-31 07:45:00,174,148,68,17.0,21.8,0.5,-78.21
2012-07-31 08:00:00,209,180,72,17.2,24.1,0.6,-74.9
2012-07-31 08:15:00,186,174,27,17.3,26.4,0.8,-71.47
2012-07-31 08:30:00,257,218,81,17.4,28.8,0.9,-67.9
2012-07-31 08:45:00,195,186,16,17.6,31.0,1.1,-64.16
2012-07-31 09:00:00,126,126,0,17.7,33.3,1.2,-60.24
2012-07-31 09:15:00,297,237,102,17.8,35.5,1.4,-56.12
2012-07-31 09:30:00,348,280,110,18.3,37.7,1.6,-51.77
2012-07-31 09:45:00,327,285,67,18.6,39.9,2.1,-47.17
2012-07-31 10:00:00,308,286,32,18.5,42.0,2.6,-42.32
2012-07-31 10:15:00,217,212,7,18.3,44.0,3.1,-37.19
2012-07-31 10:30:00,244,236,10,18.4,45.9,3.6,-31.79
2012-07-31 10:45:00,523,275,335,18.8,47.7,4.0,-26.12
2012-07-31 11:00:00,404,352,68,19.3,49.5,4.5,-20.2
2012-07-31 11:15:00,337,313,31,19.1,51.0,5.0,-14.08
2012-07-31 11:30:00,497,338,201,18.9,52.4,5.5,-7.8
2012-07-31 11:45:00,326,310,20,19.0,53.7,5.8,-1.43
2012-07-31 12:00:00,279,270,11,18.9,54.7,6.1,4.95
2012-07-31 12:15:00,239,238,1,18.7,55.5,6.4,11.28
2012-07-31 12:30:00,224,223,1,18.8,56.1,6.7,17.47
2012-07-31 12:45:00,193,192,1,18.9,56.4,6.4,23.48
2012-07-31 13:00:00,200,199,1,18.9,56.5,6.1,29.26
2012-07-31 13:15:00,174,173,1,18.8,56.3,5.8,34.78
2012-07-31 13:30:00,184,183,1,18.8,55.8,5.5,40.03
2012-07-31 13:45:00,192,192,1,18.8,55.1,6.1,45.0
2012-07-31 14:00:00,105,105,0,18.7,54.2,6.8,49.7
2012-07-31 14:15:00,69,69,0,18.4,53.1,7.4,54.16
2012-07-31 14:30:00,45,45,0,18.2,51.8,8.1,58.37
2012-07-31 14:45:00,27,27,0,18.2,50.3,7.4,62.38
2012-07-31 15:00:00,107,107,0,18.3,48.7,6.7,66.19
2012-07-31 15:15:00,82,82,0,18.4,46.9,5.9,69.83
2012-07-31 15:30:00,98,98,0,18.3,45.0,5.2,73.32
2012-07-31 15:45:00,85,85,0,18.2,43.0,4.7,76.68
2012-07-31 16:00:00,189,185,5,18.2,41.0,4.2,79.92
2012-07-31 16:15:00,193,190,5,18.3,38.9,3.8,83.07
2012-07-31 16:30:00,154,154,0,18.3,36.7,3.3,86.13
2012-07-31 16:45:00,97,97,0,18.0,34.5,3.2,89.13
2012-07-31 17:00:00,77,77,0,18.0,32.2,3.2,92.08
2012-07-31 17:15:00,85,85,0,17.9,29.9,3.1,94.98
2012-07-31 17:30:00,96,96,0,17.9,27.6,3.0,97.85
2012-07-31 17:45:00,131,131,1,17.8,25.3,3.1,100.7
2012-07-31 18:00:00,86,86,0,17.7,23.0,3.1,103.53
2012-07-31 18:15:00,79,79,0,17.7,20.7,3.2,106.37
2012-07-31 18:30:00,60,60,0,17.6,18.4,3.3,109.21
2012-07-31 18:45:00,51,51,0,17.5,16.1,4.7,112.07
2012-07-31 19:00:00,69,68,5,17.2,13.9,6.3,114.95
2012-07-31 19:15:00,93,78,76,17.0,11.6,7.8,117.85
2012-07-31 19:30:00,45,42,15,16.8,9.4,9.4,120.8
2012-07-31 19:45:00,23,23,0,16.7,7.2,8.1,123.78
2012-07-31 20:00:00,22,22,0,16.8,5.1,6.6,126.81
2012-07-31 20:15:00,5,5,0,16.9,3.0,5.2,129.9
2012-07-31 20:30:00,1,1,0,17.0,0.9,3.7,133.04
2012-07-31 20:45:00,0,0,0,17.3,-1.1,3.4,136.24
2012-07-31 21:00:00,0,0,0,17.7,-3.0,3.2,139.5
2012-07-31 21:15:00,0,0,0,18.2,-4.8,2.9,142.83
2012-07-31 21:30:00,0,0,0,18.6,-6.6,2.7,146.22
2012-07-31 21:45:00,0,0,0,19.0,-8.3,3.5,149.68
2012-07-31 22:00:00,0,0,0,19.5,-9.9,4.3,153.2
2012-07-31 22:15:00,0,0,0,19.9,-11.4,5.2,156.78
2012-07-31 22:30:00,0,0,0,20.3,-12.8,6.0,160.42
2012-07-31 22:45:00,0,0,0,20.8,-14.1,5.3,164.1
2012-07-31 23:00:00,0,0,0,21.2,-15.2,4.4,167.82
2012-07-31 23:15:00,0,0,0,21.7,-16.3,3.5,171.58
2012-07-31 23:30:00,0,0,0,22.2,-17.2,2.6,175.36
2012-07-31 23:45:00,0,0,0,22.5,-18.0,2.8,179.16
2012-08-01 00:00:00,0,0,0,22.4,-18.6,3.1,-177.05
2012-08-01 00:15:00,0,0,0,22.3,-19.3,3.4,-173.26
2012-08-01 00:30:00,0,0,0,22.2,-19.7,3.7,-169.49
2012-08-01 00:45:00,0,0,0,22.1,-19.9,3.4,-165.75
2012-08-01 01:00:00,0,0,0,22.0,-19.9,3.1,-162.04
2012-08-01 01:15:00,0,0,0,21.9,-19.8,2.7,-158.38
2012-08-01 01:30:00,0,0,0,21.7,-19.5,2.4,-154.78
2012-08-01 01:45:00,0,0,0,21.8,-19.1,2.1,-151.23
2012-08-01 02:00:00,0,0,0,22.1,-18.5,1.9,-147.74
2012-08-01 02:15:00,0,0,0,22.4,-17.8,1.6,-144.31
2012-08-01 02:30:00,0,0,0,22.7,-17.0,1.3,-140.95
2012-08-01 02:45:00,0,0,0,22.8,-16.0,1.3,-137.65
2012-08-01 03:00:00,0,0,0,22.8,-14.9,1.3,-134.42
2012-08-01 03:15:00,0,0,0,22.8,-13.7,1.3,-131.25
2012-08-01 03:30:00,0,0,0,22.7,-12.3,1.3,-128.14
2012-08-01 03:45:00,0,0,0,22.8,-10.9,1.0,-125.08
2012-08-01 04:00:00,0,0,0,22.9,-9.3,0.8,-122.07
2012-08-01 04:15:00,0,0,0,22.9,-7.7,0.5,-119.1
2012-08-01 04:30:00,0,0,0,23.0,-6.0,0.2,-116.18
2012-08-01 04:45:00,0,0,0,23.1,-4.1,0.5,-113.28
2012-08-01 05:00:00,0,0,0,23.1,-2.3,0.7,-110.41
2012-08-01 05:15:00,0,0,0,23.2,-0.3,1.0,-107.56
2012-08-01 05:30:00,1,1,0,23.2,1.7,1.3,-104.72
2012-08-01 05:45:00,3,3,0,23.2,3.8,1.1,-101.88
2012-08-01 06:00:00,5,5,0,23.3,5.9,0.9,-99.03
2012-08-01 06:15:00,12,12,0,23.4,8.1,0.7,-96.17
2012-08-01 06:30:00,19,19,0,23.4,10.3,0.5,-93.27
2012-08-01 06:45:00,20,20,0,23.5,12.5,0.6,-90.35
2012-08-01 07:00:00,31,31,0,23.6,14.8,0.7,-87.37
2012-08-01 07:15:00,58,58,0,23.6,17.0,0.8,-84.33
2012-08-01 07:30:00,62,62,0,23.7,19.3,0.9,-81.21
2012-08-01 07:45:00,44,44,0,23.8,21.6,0.7,-78.01
2012-08-01 08:00:00,25,25,0,23.9,24.0,0.6,-74.7
2012-08-01 08:15:00,59,59,0,24.0,26.3,0.4,-71.26
2012-08-01 08:30:00,101,101,0,24.1,28.6,0.2,-67.69
2012-08-01 08:45:00,85,85,0,24.1,30.9,0.5,-63.95
2012-08-01 09:00:00,69,69,0,24.2,33.1,0.8,-60.03
2012-08-01 09:15:00,84,84,0,24.3,35.4,1.2,-55.91
2012-08-01 09:30:00,109,109,0,24.4,37.6,1.5,-51.56
2012-08-01 09:45:00,116,116,0,24.6,39.7,1.9,-46.97
2012-08-01 10:00:00,105,105,0,24.6,41.8,2.4,-42.13
2012-08-01 10:15:00,110,110,0,24.6,43.8,2.9,-37.01
2012-08-01 10:30:00,98,98,0,24.7,45.7,3.4,-31.62
2012-08-01 10:45:00,141,141,1,24.8,47.5,3.6,-25.97
2012-08-01 11:00:00,152,152,1,24.9,49.2,3.8,-20.08
2012-08-01 11:15:00,147,147,0,25.0,50.8,4.1,-13.98
2012-08-01 11:30:00,203,202,1,25.1,52.2,4.3,-7.73
2012-08-01 11:45:00,117,117,0,25.1,53.4,3.5,-1.4
2012-08-01 12:00:00,102,102,0,25.0,54.5,2.7,4.95
2012-08-01 12:15:00,140,140,0,25.0,55.3,1.8,11.25
2012-08-01 12:30:00,152,152,0,25.2,55.8,1.0,17.41
2012-08-01 12:45:00,172,171,1,25.4,56.2,0.8,23.4
2012-08-01 13:00:00,128,128,0,25.4,56.2,0.8,29.15
2012-08-01 13:15:00,127,127,0,25.3,56.0,0.7,34.65
2012-08-01 13:30:00,75,75,0,25.3,55.6,0.6,39.88
2012-08-01 13:45:00,126,126,0,25.3,54.9,0.9,44.84
2012-08-01 14:00:00,206,204,2,25.5,54.0,1.2,49.54
2012-08-01 14:15:00,179,179,1,25.6,52.9,1.6,53.99
2012-08-01 14:30:00,180,179,1,25.6,51.5,1.9,58.2
2012-08-01 14:45:00,54,54,0,25.3,50.1,2.1,62.2
2012-08-01 15:00:00,47,47,0,25.1,48.4,2.3,66.01
2012-08-01 15:15:00,30,30,0,25.1,46.7,2.5,69.65
2012-08-01 15:30:00,52,52,0,25.2,44.8,2.7,73.14
2012-08-01 15:45:00,144,144,0,25.4,42.8,2.5,76.5
2012-08-01 16:00:00,160,160,1,25.5,40.8,2.2,79.75
2012-08-01 16:15:00,113,113,0,25.5,38.7,2.0,82.9
2012-08-01 16:30:00,126,125,1,25.4,36.5,1.7,85.97
2012-08-01 16:45:00,61,61,0,25.4,34.3,1.7,88.97
2012-08-01 17:00:00,41,41,0,25.3,32.0,1.8,91.91
2012-08-01 17:15:00,54,54,0,25.3,29.7,1.8,94.82
2012-08-01 17:30:00,66,66,0,25.3,27.5,1.9,97.69
2012-08-01 17:45:00,61,61,0,25.2,25.1,1.6,100.54
2012-08-01 18:00:00,64,64,0,25.2,22.8,1.2,103.38
2012-08-01 18:15:00,69,69,0,25.1,20.5,0.8,106.22
2012-08-01 18:30:00,39,39,0,25.0,18.2,0.4,109.07
2012-08-01 18:45:00,14,14,0,25.0,15.9,0.4,111.93
2012-08-01 19:00:00,8,8,0,25.0,13.7,0.4,114.81
2012-08-01 19:15:00,15,15,0,25.0,11.4,0.3,117.72
2012-08-01 19:30:00,14,14,0,25.0,9.2,0.3,120.67
2012-08-01 19:45:00,13,13,0,25.0,7.0,0.5,123.66
2012-08-01 20:00:00,9,9,0,25.0,4.9,0.8,126.69
2012-08-01 20:15:00,0,0,0,24.9,2.8,1.0,129.78
2012-08-01 20:30:00,0,0,0,24.9,0.7,1.3,132.93
2012-08-01 20:45:00,0,0,0,24.8,-1.3,1.3,136.14
2012-08-01 21:00:00,0,0,0,24.7,-3.2,1.4,139.41
2012-08-01 21:15:00,0,0,0,24.6,-5.0,1.4,142.74
2012-08-01 21:30:00,0,0,0,24.5,-6.8,1.5,146.14
2012-08-01 21:45:00,0,0,0,24.4,-8.5,1.8,149.61
2012-08-01 22:00:00,0,0,0,24.3,-10.1,2.1,153.14
2012-08-01 22:15:00,0,0,0,24.2,-11.6,2.4,156.73
2012-08-01 22:30:00,0,0,0,24.1,-13.0,2.7,160.38
2012-08-01 22:45:00,0,0,0,24.0,-14.3,2.2,164.07
2012-08-01 23:00:00,0,0,0,23.9,-15.5,1.6,167.8
2012-08-01 23:15:00,0,0,0,23.8,-16.5,1.0,171.57
2012-08-01 23:30:00,0,0,0,23.7,-17.4,0.4,175.37
2012-08-01 23:45:00,0,0,0,23.5,-18.2,0.4,179.17
2012-08-02 00:00:00,0,0,0,23.1,-18.8,0.4,-177.02
2012-08-02 00:15:00,0,0,0,22.7,-19.6,0.3,-173.22
2012-08-02 00:30:00,0,0,0,22.3,-19.9,0.3,-169.44
2012-08-02 00:45:00,0,0,0,21.9,-20.1,0.3,-165.69
2012-08-02 01:00:00,0,0,0,21.5,-20.2,0.4,-161.97
2012-08-02 01:15:00,0,0,0,21.1,-20.0,0.4,-158.3
2012-08-02 01:30:00,0,0,0,20.7,-19.8,0.5,-154.69
2012-08-02 01:45:00,0,0,0,20.3,-19.4,0.8,-151.13
2012-08-02 02:00:00,0,0,0,20.1,-18.8,1.1,-147.63
2012-08-02 02:15:00,0,0,0,19.9,-18.1,1.4,-144.2
2012-08-02 02:30:00,0,0,0,19.6,-17.2,1.7,-140.83
2012-08-02 02:45:00,0,0,0,19.4,-16.3,1.9,-137.53
2012-08-02 03:00:00,0,0,0,19.2,-15.1,2.2,-134.29
2012-08-02 03:15:00,0,0,0,19.0,-13.9,2.4,-131.11
2012-08-02 03:30:00,0,0,0,18.7,-12.6,2.7,-127.99
2012-08-02 03:45:00,0,0,0,18.5,-11.1,2.5,-124.93
2012-08-02 04:00:00,0,0,0,18.4,-9.6,2.3,-121.91
2012-08-02 04:15:00,0,0,0,18.2,-7.9,2.1,-118.94
2012-08-02 04:30:00,0,0,0,18.1,-6.2,1.9,-116.01
2012-08-02 04:45:00,0,0,0,18.0,-4.4,1.9,-113.12
2012-08-02 05:00:00,0,0,0,18.0,-2.5,2.0,-110.24
2012-08-02 05:15:00,0,0,0,18.0,-0.5,2.0,-107.39
2012-08-02 05:30:00,6,6,0,18.0,1.5,2.1,-104.54
2012-08-02 05:45:00,12,12,0,18.1,3.6,1.8,-101.7
2012-08-02 06:00:00,25,24,3,18.3,5.7,1.4,-98.85
2012-08-02 06:15:00,30,30,0,18.5,7.9,1.0,-95.98
2012-08-02 06:30:00,69,60,51,18.7,10.1,0.6,-93.08
2012-08-02 06:45:00,172,90,382,18.9,12.3,0.8,-90.15
2012-08-02 07:00:00,230,140,358,19.2,14.6,1.0,-87.17
2012-08-02 07:15:00,182,88,332,19.4,16.9,1.3,-84.13
2012-08-02 07:30:00,173,123,149,19.7,19.2,1.5,-81.01
2012-08-02 07:45:00,300,89,577,19.9,21.5,1.8,-77.8
